Company Name,CityU URL,Email,Company Website
SHARLO,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sharlo,No Info Found,No Info Found
SHM,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/shm,zhengyifu3-c@my.cityu.edu.hk,No Info Found
SIVA Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/siva-tech,info@sivatech.co,No Info Found
SMP Batteries,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/smp-batteries,No Info Found,No Info Found
SOLAR.E Tech LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/solare-tech-limited,No Info Found,No Info Found
SOURCY Global Private Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/sourcy-global-private-limited,No Info Found,No Info Found
SPIRIT - smart spinal rehabilitation therapist,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/spirit,huanqi.yang@my.cityu.edu.hk,No Info Found
STAR LINK,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/star-link,No Info Found,No Info Found
STRELI Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/streli-technology-limited,contact@streli.ai,No Info Found
Sales Axis,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sales-axis,sales-axis@sales-axis.com,No Info Found
Sambo Group Technology Ltd.,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/sambo-group-technology-ltd,No Info Found,No Info Found
SandBox School,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sandbox-school,hello.sandboxschool@gmail.com,No Info Found
Sanus Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sanus-tech,sanustechnogy@gmail.com,No Info Found
SeaMap Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/seamap-tech,No Info Found,No Info Found
Sealincloud,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sealincloud,yann.zhao@sealincloud.com,No Info Found
SeeWall,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/seewall,seewall1.0@gmail.com,No Info Found
SensAI Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sensai-limited,No Info Found,No Info Found
Sensori Healthcare,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sensori-healthcare,No Info Found,No Info Found
