Company Name,CityU URL,Email,Company Website
Exhib!t,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/exhib21t,exhibusiness@outlook.com,No Info Found
Expando World Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/expando-world-limited,hello@expando.world,No Info Found
FIGTION LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/figtion-limited,figtioncs1@gmail.com,No Info Found
FIND,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/find,FINDus@findgroup.live,No Info Found
FLASH Diagnostics Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/flash-diagnostics,alan@flashbiotech.com,No Info Found
FV training,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fv-training,fvteleoperation@gmail.com,No Info Found
Fab2care,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fab2care,No Info Found,No Info Found
Factgie,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/factgie,factgie@gmail.com,No Info Found
Famchat - A digital social platform for the elderly,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/famchat,famchat2022@gmail.com,No Info Found
Fantasktic – Supercharge Classroom Learning,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fantasktic,No Info Found,No Info Found
FarFit,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/farfit,kelvin@farfit.tech,No Info Found
Farm66 Investment Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/farm66,info@farm66.com,No Info Found
Farrago AI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/farrago-ai,farragoaiteam@gmail.com,No Info Found
Feelings AI,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/feelings-ai,anne@feelings-inc.com,No Info Found
Fetal Movement Detection,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fetal-movement-detection,lifedothk22@gmail.com,No Info Found
FinBridge,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/finbridge,No Info Found,No Info Found
FinCatch,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fincatch,No Info Found,No Info Found
FinCatch Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/fincatch-limited,team@fincatch.io,No Info Found
