Company Name,CityU URL,Email,Company Website
MotoNerv,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/motonerv,forte@motonerv.ai,No Info Found
MotoNerv Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/motonerv-limited,forte@motonerv.ai,No Info Found
Motrack,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/motrack,jessicang326@gmail.com,No Info Found
Move it Move it,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/move-it-move-it,ronaldng@moveitmoveit.io,No Info Found
Multi-E,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/multi-e,No Info Found,No Info Found
My Dev of Tea,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/my-dev-tea,No Info Found,No Info Found
Mycoach Health Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/mycoach-health-limited,info@mycoach.health,No Info Found
Mytea Solutions Limited – Let's Tea,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/letstea,Mytea.ai@gmail.com,No Info Found
Myth of Aquatics,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/myth-of-aquatics,samwongmansum@gmail.com,No Info Found
N1 Golf Sims,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/n1-golf-sims,info@n1ltd.com,No Info Found
NFT MART,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nft-mart,nftmart.hk@gmail.com,No Info Found
NFT Vending Machine,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nft-vending-machine,charlielamteam@gmail.com,No Info Found
NFT arcade,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nft-arcade,No Info Found,No Info Found
NOF,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nof,chiuching960109@gmail.com,No Info Found
NOT ONLY POWDER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/not-only-powder,syrineyi1229@gmail.com,No Info Found
NT Studio,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nt-studio,No Info Found,No Info Found
NUTSHELL,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nutshell,Crudraraj2-c@my.cityu.edu.hk,No Info Found
Nano-modified titanium implants,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nanomodifiedtitanium20implants,Leiwan2-c@my.cityu.edu.hk,No Info Found
