Company Name,CityU URL,Email,Company Website
Smart sponge,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/smart-sponge,tech300sponge@gmail.com,No Info Found
Smart toilet (smart digital public restroom system),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/smart-toilet,zwbie2-c@my.cityu.edu.hk,No Info Found
SmartGini,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/smartgini,irisyau1913@gmail.com,No Info Found
SmartHeart,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/smartheart,No Info Found,No Info Found
Smarthon Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/smarthon-limited,info@smarthon.cc,No Info Found
Snaildy Education Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/snaildy-education-limited,info@snaildy.com,No Info Found
SnapFeedback,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/snapfeedback,No Info Found,No Info Found
SnapFeedback Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/snapfeedback-limited,contact@snapfeedback.co,No Info Found
SnapGlasses,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/snapglasses,angus.auyeung@hotmail.com,No Info Found
Snapick Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/snapick-limited,hello@snapick.com.hk,No Info Found
Soasis – Donation Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/soasis-donation-platform,No Info Found,No Info Found
Soc Pay online fundraising platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/soc-pay-online-fundraising-platform,socpay2023@gmail.com,No Info Found
Sodium Energy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sodium-energy,No Info Found,No Info Found
Software for Automatic and Optimised Submarine Cable Path Planning and System Design for Cost Effectiveness and Resilience,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/submarine-cable-path-planning-and-system-design,subcable2022@163.com,No Info Found
Solar Harvesting Window for Green Buildings,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/solar-harvesting-window,sunlitetechnologyhk@gmail.com,No Info Found
Solar-Rainy Generator,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/solar-rainy-generator,rainsolar.energy@gmail.com,No Info Found
SparkCircle,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sparkcircle,contact@sparkcircle.io,No Info Found
SparkN,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sparkn,sparkn.coaching@gmail.com,No Info Found
