Company Name,CityU URL,Email,Company Website
AWIL Group – All Walks,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/awil-group-all-walks,No Info Found,No Info Found
Accessible Vision,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/accessible-vision,No Info Found,No Info Found
Accucision,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/accucision,accucisionhk@gmail.com,No Info Found
Achelous Pure Metal Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/achelous-pure-metal-company-limited,info@apuremetals.com,No Info Found
ActiviKid,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/activikid,media@activikid.hk,No Info Found
Advanced MRI Drug Delivery Monitoring,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/advanced-mri-drug-delivery-monitoring,No Info Found,No Info Found
Aeroponics King,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/aeroponics-king,aeroponicsking@gmail.com,No Info Found
Aestrio,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/aestrio,No Info Found,No Info Found
Aflame E-SOC,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/aflame-e-soc,aflamehk@gmail.com,No Info Found
AgileVise,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/agilevise,No Info Found,No Info Found
AiR World Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/air-world-limited,gm@air-world.io,No Info Found
AirTech IoT Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/airtech-iot-limited,cs@airtech-iot.com,No Info Found
Airgie – Next Generation Air Monitoring,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/airgie-next-generation-air-monitoring,airgie.ai@gmail.com,No Info Found
Albacastor Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/albacastor-technology-limited,info@albacastor.com,No Info Found
Alcarbo Technologies Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/alcarbo-technologies,alcarbotechnologies@gmail.com,No Info Found
AlephWill Studio Limited – Rehab-Admin System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/alephwill-studio-limitted,hello@alephwill.com,No Info Found
Alfred24,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/alfred24,christian.secci@alfred24.com,No Info Found
AlgaeBase,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/algaebase,techsealtd@gmail.com,No Info Found
