Company Name,CityU URL,Email,Company Website
Ricciwawa,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ricciwawa,info@ricciwawa.com,No Info Found
Ridger Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ridger-company-limited,No Info Found,No Info Found
RightPick Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/rightpick-technology-limited,rightpickhk@gmail.com,No Info Found
Roadar,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/roadar,Roadar.tech@gmail.com,No Info Found
Robot Analytic and Management Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/robot-analytic-and-management-platform,No Info Found,No Info Found
Robot Operating System (ROS),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/robot-operating-system-ros,Maxbot.Robotic@gmail.com,No Info Found
Robust Misinformation Detection on Online Social Media,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/robust-misinformation-detection-online-social-media,liuhui3-c@my.cityu.edu.hk,No Info Found
RosePeak,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/rosepeak,No Info Found,No Info Found
Run2gather,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/run2gather,joey@run2gather.com,No Info Found
S3Tough,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/s3tough,yupeisu2-c@my.cityu.edu.hk,No Info Found
S3Tough Tech Co. Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/s3tough-tech,yupeisu2-c@my.cityu.edu.hk,No Info Found
SArtist,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sartist,No Info Found,No Info Found
SBC Technology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sbc-technology,weideng3-c@my.cityu.edu.hk,No Info Found
SBC Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/sbc-technology,viviandengwei@sbctechnologyhk.com,No Info Found
SEAFRUIT DEPURATION LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/seafruit-depuration,info@sea-fruit.com,No Info Found
SENtoR,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sentor,sentor.stot@gmail.com,No Info Found
SFIDA,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sfida,sfida2022@outlook.com,No Info Found
SHARETaxi,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/sharetaxi,No Info Found,No Info Found
