Company Name,CityU URL,Email,Company Website
NanoIPT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nanoipt,No Info Found,No Info Found
Navtag,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/navtag,tikwai.ansonwong@gmail.com,No Info Found
Needy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/needy,needydao@gmail.com,No Info Found
NerOcean,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nerocean,support@nerocean.com,No Info Found
NerOcean,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/nerocean,nerocean.official@gmail.com,No Info Found
Nerv,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nerv,info@nervapp.com,No Info Found
NeuroTronics,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/neurotronics,neurotronics.nt@gmail.com,No Info Found
Never Give Up,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/never-give,No Info Found,No Info Found
Neverland,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/neverland,bonfire.main@gmail.com,No Info Found
New Hybrid Nano-Twin Copper for advanced electronic applications,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/new-hybrid-nano-twin-copper,ccchun@cityu.edu.hk,No Info Found
New functional auxiliaries and industrialization – Integrated R&D strategy and industrialization of functional bio-based porphyrins,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/integratedr26dstrategyandindustrialization,wenjiyang8-c@my.cityu.edu.hk,No Info Found
Newbie Holdings Team,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/newbie-holdings-team,No Info Found,No Info Found
NovBee,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/novbee,No Info Found,No Info Found
NovBee Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/novbee,info@novbee.co,No Info Found
Novel Online Serial Mobile Game to Increase the Resilience of Young People,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/novel-online-serial-mobile-game,qzhang433-c@my.cityu.edu.hk,No Info Found
"Novel Reusable Antivirus, Non-Toxic, Visible-light-driven Photocatalytic ZIF-8 Loaded Fabric for Air Cleaning",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/photocatalytic,jxguo4-c@my.cityu.edu.hk,No Info Found
Novel photocatalytic coatings for marine antifouling and anticorrosion,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/novel-photocatalytic-coatings,kedachen2-c@my.cityu.edu.hk,No Info Found
Novelte Robotics Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/novelte-robotics-limited,info@noveltebot.com,No Info Found
