Company Name,CityU URL,Email,Company Website
CorD,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/cord,Cordeliachong.icon@gmail.com,No Info Found
Coral Cure,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/coral-cure,No Info Found,No Info Found
Coraleus Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/coraleus-limited,patrick.wong@coraleus.com,No Info Found
Corpbot,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/corpbot,info@corpbot.io,No Info Found
Cosmic Hydrogen Energy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/cosmic-hydrogen-energy,cosmichydrogen@gmail.com,No Info Found
Coursefy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/coursefy,No Info Found,No Info Found
Coverbase,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/coverbase,char@cloudian.com.hk,No Info Found
Credenshow,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/credenshow,contact@CredenShow.com,No Info Found
Cryptocert,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/cryptocert,angela@cryptocert.one,No Info Found
Curabo,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/curabo,curabotech@gmail.com,No Info Found
Curltai – DATQA,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/curltai-datqa,No Info Found,No Info Found
Cyber Interior Designbot,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/cyber-interior-designbot,No Info Found,No Info Found
CyberPAV,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/cyberpav,No Info Found,No Info Found
D.I.Y. Negative Pressure Air Shield Device for Elderly Homes,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/diy-negative-pressure-air-shield-device,ken.miao@cityu.edu.hk,No Info Found
DAINVI Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/dainvi-limited,info@dainvi.com,No Info Found
DAIOTA All-in-one integrated data and sensor iPaaS solution,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/daiota,info@visutech.asia,No Info Found
DAYTA AI,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/dayta-ai,info@dayta.ai,No Info Found
DROP System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/drop-system,No Info Found,No Info Found
