Company Name,CityU URL,Email,Company Website
"Magnetic, Wall-climbing Robot for Industry Nondestructive Testing",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/magnetic-wall-climbing-robot,mengwanli4-c@my.cityu.edu.hk,No Info Found
Maison RE/WE,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/maisonrewe,eshop@maisonrewe.com,No Info Found
MakeOmnia Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/makeomnia,peggy@makeomnia.com,No Info Found
Makebell Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/makebell-limited,info@makebell.com,No Info Found
MarginLog,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marginlog,marginlog.tech@gmail.com,No Info Found
Marisa Tech – iST Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marisa-tech-ist-platform,No Info Found,No Info Found
Marketing Solutions based on MR Technology + Malls/Stores,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marketing-solutions-based-on-mr-technology,xliu546-c@my.cityu.edu.hk,No Info Found
MatchUp,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/matchup,leetszyan123@gmail.com,No Info Found
Meat the Next Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/meattn,info@meattn.com,No Info Found
MedVision,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/medvision,No Info Found,No Info Found
MediConCen Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/mediconcen,info@mediconcen.com,No Info Found
Medmind Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/medmindtechnology,info@medmindtechnology.hk,No Info Found
Merchport,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/merchport,team@merchport.hk,No Info Found
Merchport,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/merchport,info@merchport.hk,No Info Found
Meta Carbon Project,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-carbon-project,No Info Found,No Info Found
Meta Liquor,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-liquor,No Info Found,No Info Found
Meta-Artifactory,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-artifactory,No Info Found,No Info Found
Meta-optix,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-optix,No Info Found,No Info Found
