Company Name,CityU URL,Email,Company Website
Powater,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/powater,No Info Found,No Info Found
Precisive feeding,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/precisive-feeding,shuolima2-c@my.cityu.edu.hk,No Info Found
Premium AI Inspection Technology Company,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/premium-ai-inspection-technology-company,No Info Found,No Info Found
Project Atlantis – IoT Enabled Underwater Farm,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/project-atlantis,hello@eternals.hk,No Info Found
Project Greenhouse,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/project-greenhouse,No Info Found,No Info Found
Property Valuation Calculator,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/property-valuation-calculator,Oreochoy0@gmail.com,No Info Found
Prozparity Digital,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/prozparity-digital,wailimcheng218@gmail.com,No Info Found
Psybot Team,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/psybot,No Info Found,No Info Found
Pupil Waves – CYCLOPS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pupil-waves-cyclops,No Info Found,No Info Found
Q-Master,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/q-master,No Info Found,No Info Found
QRecycle,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/qrecycle,irecycle852@gmail.com,No Info Found
QickGenerate,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/qickgenerate,ben.huang@qickgenerate.com,No Info Found
QickGenerate Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/qickgenerate-technology,No Info Found,No Info Found
QualiFly,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/qualiflyhk,contact@qualiflyhk.com,No Info Found
Quantum Music Technology Limited – AUDAI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/quantum-music-technology-limited-audai,No Info Found,No Info Found
R FOOD EAT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/r-food-eat,r.rice.eat@gmail.com,No Info Found
R Square,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/r-square,zeruzhang3-c@my.cityu.edu.hk,No Info Found
R2C2 Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/r2c2-limited,No Info Found,No Info Found
