Company Name,CityU URL,Email,Company Website
Cally Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/cally-technology,Callytech.ltd@gmail.com,No Info Found
Can-Cure,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/can-cure,huangcali2-c@my.cityu.edu.hk,No Info Found
Canpanion Group Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/canpanion-group-limited,No Info Found,No Info Found
Canpanion Group Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/canpanion-group-limited,admin@canpaniongroup.com,No Info Found
Carbon Lite System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/carbon-lite-system,oliver.yeung@carbonlitesystem.com,No Info Found
Carbon offset and wastewater treatment by intelligent nanotechnology algae production plant,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/carbon-offset-and-wastewater-treatment,pokhimng@cityu.edu.hk,No Info Found
Carful Group Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/carful-group-limited,cs@carful.hk,No Info Found
Castfact Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/castfact-limited,castfacthk@gmail.com,No Info Found
Cat Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/cattech,info@cattech.io,No Info Found
Catnip,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/catnip,No Info Found,No Info Found
Cell-based bioassay platform for rapid toxicity testing,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/cell-based-bioassay-platform-for-rapid-toxicity-testing,yitenxia@cityu.edu.hk,No Info Found
Central Dogma,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/central-dogma,lab.project.elina@gmail.com,No Info Found
CerebralCare,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/cerebralcare,No Info Found,No Info Found
Certifi,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/certifi,ProjectCertifi@protonmail.com,No Info Found
ChakFoto,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/chakfoto,chakfotohk@gmail.com,No Info Found
ChatChatBuy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/chatchatbuy,info@chatchatbuy.com,No Info Found
CheckMate,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/checkmate,team@checkmatehk.io,No Info Found
CheckPoint,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/checkpoint,manktong5-c@my.cityu.edu.hk,No Info Found
