Company Name,CityU URL,Email,Company Website
ArchiTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/architech,architech0802@gmail.com,No Info Found
ArkalaFarmers,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/arkalafarmers,No Info Found,No Info Found
Arogrena,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/arogrena,Arogrena@hotmail.com,No Info Found
Art Tech Bay,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/art-tech-bay,info@arttechbay.com,No Info Found
Artificial Intelligence - Safety Working Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/artificial-intelligence-safety-working-platform,chiang918@gmail.com,No Info Found
Arvin – Speaking AI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/arvin,skylarhimmel.research@gmail.com,No Info Found
Asia Digital Asset Club,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/asia-digital-asset-club,info@asiadigitalassetclub.com,No Info Found
Askpire,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/askpire,general@askpire.com,No Info Found
Attitude sensing system for heavy machinery,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/attitude-sensing-system,Shudong_wang@outlook.com,No Info Found
Attofund,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/attofund,No Info Found,No Info Found
AudioGeeks – MuGEN,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/audiogeeks-mugen,No Info Found,No Info Found
AuthBlock — Web3 Application Infrastructure,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/authblock,connect@authblock.io,No Info Found
Autofill Bot,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/autofill-bot,danielto@ionestep.com,No Info Found
Automatic battery thermal control system,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/automatic-battery-thermal-control-system,silehu2-c@my.cityu.edu.hk,No Info Found
BA-RHMS (Band-Aid Railway Health Monitoring System),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ba-rhms,No Info Found,No Info Found
BARK,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/bark,No Info Found,No Info Found
BITHON,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/bithon,No Info Found,No Info Found
BIY Smoothie Love,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/biy-smoothie-love,smoothiebyblendit@gmail.com,No Info Found
