Company Name,CityU URL,Email,Company Website
AI-Learn – AI-sen-sei,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ai-learn-ai-sen-sei,No Info Found,No Info Found
AI-SMS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ai-sms,No Info Found,No Info Found
AI-Tech Robot Arm,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ai-tech-robot-arm,leolth14@gmail.com,No Info Found
AI-based strategy to predict vascular biological age and disease risks,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ai-based-strategy-to-predict-vascular-biological-age-and-disease-risks,Andy.ckcheng@cityu.edu.hk,No Info Found
AI2Farm,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ai2farm,hello.ai2farm@gmail.com,No Info Found
AI4Livestock,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ai4livestock,No Info Found,No Info Found
AIMSec: AI-powered Mobile Security,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/aimsec,cs.ylchen@my.cityu.edu.hk,No Info Found
AIRmotion,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/airmotion,wes.chu.stork@gmail.com,No Info Found
AISG,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/aisg,corichiu@rocketmail.com,No Info Found
AISG Group Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/aisg-group,chan@aisggroup.com,No Info Found
ALAM,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/alam,Contact@alam.eco,No Info Found
ANRim,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/anrim,No Info Found,No Info Found
ARBELE Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/arbele-limited,annie@arbelebio.com,No Info Found
ARCS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/arcs,stechgroup2022@gmail.com,No Info Found
AREIX Analytics Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/areix,hellohk@areix-ai.com,No Info Found
AR_DRAMA,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ar-drama,bschung2-c@my.cityu.edu.hk,No Info Found
ASA Robotics Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/asa-robotics-limited,contact@asa-robotics.com,No Info Found
ATEC Film Technologies Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/atec-film-technologies-limited,admin@atechk.com,No Info Found
