Company Name,CityU URL,Email,Company Website
FineTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/finetech,No Info Found,No Info Found
FingerDance,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fingerdance-0,No Info Found,No Info Found
FingerDance,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fingerdance,No Info Found,No Info Found
FireWatcher (LoraWAN),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/firewatcher-lorawan,kalvin.ng.hk@gmail.com,No Info Found
Fish Smart,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fish-smart,fishsmarthk@gmail.com,No Info Found
FitnessML,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fitnessml,ngaliceyuenman@gmail.com,No Info Found
Flash Prompt - prompt marketplace,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flash-prompt-prompt-marketplace,No Info Found,No Info Found
FlashMind,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flashmind,No Info Found,No Info Found
FlexiPulse,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flexipulse,khuang28-c@my.cityu.edu.hk,No Info Found
FluoTech Biosciences Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fluotech-biosciences-limited,No Info Found,No Info Found
FlyCycle Innovators,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flycycle-innovators,No Info Found,No Info Found
Flying Wings Engineering,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flying-wings-engineering,low_wing_fai@yahoo.com.hk,No Info Found
Food Stop,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/food-stop,l@foodstop.com.hk,No Info Found
FoodX,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foodx,zhuobinli3-c@my.cityu.edu.hk,No Info Found
Foodoor Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foodoor-limited,No Info Found,No Info Found
Foodstop Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/foodstop,info@foodstop.com.hk,No Info Found
"For green, safe and smart wearable era: air/seawater collaborative power supply and sensing system",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/air-seawater-collaborative-power-supply,jihonshi-c@my.cityu.edu.hk,No Info Found
Foresell Hong Kong Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foresell-hong-kong-limited,Inquiry.foresell@gmail.com,No Info Found
