Company Name,CityU URL,Email,Company Website
LIGHT CARE,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/light-care,No Info Found,No Info Found
LOOK,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/look,lookapp.official@gmail.com,No Info Found
LULU KEEPER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lulu-keeper,willieluk75@gmail.com,No Info Found
LUMAT-SERS limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/lumat-sers,info@lumatsers.com,No Info Found
Lacess Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/lacess-limited,hello@kibo.eco,No Info Found
Laire Tech Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/laire-tech-limited,jiangmengnan@126.com,No Info Found
Lantern Lab Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/lantern-lab-limited,info@careerhackers.io,No Info Found
Lasen,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lasen,yuanchaol@outlook.com,No Info Found
Laso Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/laso,ruthnwt@gmail.com,No Info Found
LatticeFlux,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/latticeflux,No Info Found,No Info Found
Leafee,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/leafee,team@leafee.app,No Info Found
Lecopt Technology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lecopt-technology,admin@lecopt.tech,No Info Found
Legacy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/legacy,No Info Found,No Info Found
Leidenford Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/leidenford-limited,willfuw@gmail.com,No Info Found
LemonT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lemont,info@lemont.ltd,No Info Found
Life Fraction,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/life-fraction,No Info Found,No Info Found
Lifty,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lifty,lifty.technology@gmail.com,No Info Found
"Lightweight, flexible perovskite photovoltaic modules for photovoltaic power station",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/perovskite-photovoltaic-modules-for-photovoltaic-power-station,clzhang5-c@my.cityu.edu.hk,No Info Found
