Company Name,CityU URL,Email,Company Website
MetaAgent,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metaagent,No Info Found,No Info Found
MetaExercise,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metaexercise,metaexercise@gmail.com,No Info Found
MetaPred X,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metapred-x,No Info Found,No Info Found
Metamoarphosis,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metamoarphosis,No Info Found,No Info Found
Metamory Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/metamory-technology-limited,info@metamory.io,No Info Found
Metartland,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metartland,206620254@qq.com,No Info Found
Methods and systems for measuring multiplex RNA expression,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/multiplex-rna-expression,No Info Found,No Info Found
MiExpert,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mi-expert,info@mi-expert.com,No Info Found
Micro Gimbal Stabilizer,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/micro-gimbal-stabilizer,ada@vit.com.hk,No Info Found
MicroCent,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/microcent,microcentltd@gmail.com,No Info Found
MindAmp Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/mindamp,victorfu@mindampltd.com,No Info Found
MomoDoc Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-start-ups/momodoc-company-limited,hello@momodoc.ai,No Info Found
Momodoc,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/momodoc,No Info Found,No Info Found
Money Floor Plan Leasing System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/money-floor-plan-leasing-system,boscowong@dronion.biz,No Info Found
Moni-Eagle,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/moni-eagle,No Info Found,No Info Found
Moodies' Care,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/moodies-care,moodiescare@gmail.com,No Info Found
Moon Squad – Moon Lab,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/moon-squad-moon-lab,No Info Found,No Info Found
MotionzLab,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/motionzlab,info@motionzlab.com,No Info Found
