Company Name,CityU URL,Email,Company Website
SparksUP,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/sparksup,sparksup035@gmail.com,No Info Found
Spintelligent Biotechnology,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/spintelligent-biotechnology,spintelligentbio@outlook.com,No Info Found
SponSir!,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/sponsir,No Info Found,No Info Found
Sramek Insight Limited,https://www.cityu.edu.hk/en/hktech300/start-ups/angel-fund-start-ups/sramekinsight,toneylam@sramekgroup.com,No Info Found
StarStuck,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/starstuck,jocey.ngan@gmail.com,No Info Found
Starkid Limited,https://www.cityu.edu.hk/en/hktech300/start-ups/angel-fund-start-ups/starkid-limited,admin@starkid.com.hk,No Info Found
StarryCraze Technology,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/starrycraze-technology,No Info Found,No Info Found
Startie,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/startie,brianlam813.business@gmail.com,No Info Found
"Stemtitute Education & Technology Co., Ltd.",https://www.cityu.edu.hk/en/hktech300/start-ups/angel-fund-start-ups/stemtitute,stemtitutecontact@gmail.com,No Info Found
Stemtitute Virtual Laboratory,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/stemtitute-virtual-laboratory,stemtitutecontact@gmail.com,No Info Found
Storius Limited,https://www.cityu.edu.hk/en/hktech300/start-ups/angel-fund-start-ups/storius-limited,hello@storius.app,No Info Found
Story Based Language Learning Game,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/story-based-language-learning-game,No Info Found,No Info Found
"Strideberry Co., Ltd",https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/strideberry-co-ltd,No Info Found,No Info Found
Stroke risk-assessment model,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/stroke-risk-assessment-model,No Info Found,No Info Found
Structured Thermal Armour,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/structured-thermal-armour,jiangmengnan@126.com,No Info Found
Study abroad,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/study-abroad,yimintang3-c@my.cityu.edu.hk,No Info Found
Styoolish,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/styoolish,info@matchalike.com,No Info Found
SuiGor,https://www.cityu.edu.hk/en/hktech300/start-ups/seed-fund-teams/suigor,helpme@suigor.hk,No Info Found
